label,Text
0,"@CakKhum @detikcom Di hukum mati aja orang biadap itu dak ada moral sekali mentang anak pejabat, mana Kapolri ya"
0,"""Kalau aku pergi, baru mereka tahu betapa sakitnya aku."""
0,"@tanyakanrl kalo aku masi pake hp legend a.k.a j2 prime nder, ngelag+sering mati tapi gapapa gassin aja wkwkðŸ˜­ðŸ¤Ÿ"
0,Hasil Liga 1: PSM Tekuk Persebaya Berkat Gol Bunuh Diri https://t.co/7hs4KDGI6u
0,"""Yg kerja di dirjen pajak nya aja banyak yg ga bayar pajak "" itu jawaban gua kalo ada yg nanya kenapa pajak kendaraan gw mati ðŸ˜‚"
0,"@KompasTV Kagak usah pake diancam bos...langsung aja ringkus, hukum mati... Ente kadang kadang ente ya..ðŸ¤ªðŸ˜‚"
0,"Ngerasain 10 derajat di Papandaya n aja gw dah menggigil mau mati. Ini lagi 8 derajat di argopuro, gimana rasanya ðŸ˜‚ðŸ˜‚ . Tempat Yang Diimpikan Dari 2010 - Gunung Argopuro #3  https://t.co/nmoqiljsgN via @YouTube"
0,"@satriajendral KAMU JANGAN MATI DONGG, SEDIH DITINGGAL KAKAK JEVANO AJA BELUM HILANG, MASA KAMU MAU NYUSUL?? KALO KAMU PERGI, YG NANYA HOW'S YOUR DAY TIAP HARI KE AKU SIAPA?? ?"
0,"aku tau berat, tapi ayo berjuang lagi kamu cape kaan, tp kamu juga ga berani buat ngeakhirin semuaa, yaa karena belum berakhir jangan mau rugii, meskipun kamu hilang pun dunia tetep baik baik aj, jadi ayo hidup aj yaaa, its okay its okaay, u will find someone who deserved ur love"
0,@tanyarlfes sekalian aja d tambahin: 6. bs menghidupkan kembali mertua yg sudah mati 7. bs berjalan d atas air 8. bs membelah lautan njiiirrr mo jd menantunya aja ribet amat emang situ mo cari pasangan apa cari prmbokat sihðŸ˜­
0,Nama nya juga hidup banyak ngeluh nya banyak cape nya jadi ya bedaÂ² versi masingÂ² dah sekali pun enak itu cuman bonus.
0,@MilanistiOrId Giroud lebih layak. Umpannya ke Theo yg berbuah bunuh diri Musso itu mahal banget.
0,@convomfs Dulu aku nyebutnya aliran tapi karena pernah belajar kimia dan kata gurunya kalau aliran itu berarti ada sesuatu yg masuk ke listrik.. sekarang aku nyebutnya jadi mati lampu (kalau inget) kalau lupa y ttp aja aliran yh
0,to die ðŸ˜­ðŸ˜­ we all live to die that's why fokus sama prosesnya aja (living) karena ga peduli apa tujuannya at the of the day chapter atau goal terakhir semua orang tuh ya mati
0,@jehianps @febrinasugianto Ya pantes aja bnyak pasien di IGD yg mati klo kelakuanya kaya gini . Mending Risen drpada kalian hanya bikin orang mati . Fukusnya jd konten kreator . Adap itu diatas ilmu . Klo adap kalian kaya gini udah bisa mencerminkan kelakuan kalian
0,"@tengkuroman1 @trickymindful @collegemenfess bodohnya kenapa kak? soalnya setau aku kalo ke sleep kan keadaan laptop gak mati, tinggal klik tombol lain bisa idup lagi. kalo shutdown kan mati total, belum lagi kalo laptopnya udah lemot jadi ngidupinnya lama lagi. Jadi aku gak kepikiran aja sih kenapa bodohnya."
0,"Semakin banyak pingin,semakin nggak iklas kita ninggalin dunia ini,jgn lupa mati itu pasti dan bisa kapan aja,yuk siapin diri kita untuk menghadapinya... Salam erorðŸ¤ª"
0,@NdayakBayu @bintangemon Hukum mati aja bocah psikopat itu biar ga ada lagi korban
0,"@Askrlfess Iya gpp nder pemikiran kamu dan kakakmu makes sense aja kok. Tapi yah balik lagi, opini kayak gini ga ada yg benar ga ada yg salah, krn itungannya prinsip hidup masing2 aja. Toh banyak faktor lain yg di luar kendali kita, misalnya umur. Nikah cepet2 juga bisa aja mati muda, dsb."
0,"Jika ada laki2 yg mengatakan hampir semua mantannya problematik, percayalah mantannya blokir dia karena dia cukup problematik. Janga percaya laki2 yg banyak cakap, biarin aja dia ngomong a,b,c,d. Dengerin aja sampai dia mati sendiri dgn omongkosongnya"
0,Cape hidup tp takut mati
0,@tang__kira bava threadnya aja cape banget ya kayaknya hidup disana ap ap salahðŸ˜£ðŸ˜£ðŸ˜£
0,"Kalo sama crush, diginiin aja saltingnya setengah mati. Mana ini straight crush dr jaman SMA yang selama tiga taun sebangku. Si tolol. https://t.co/haRVDhDv1T"
0,@MprAldo Bagus donk.. Se7 bgt. Bila perlu se umur hidup..biar kadrun2 bunuh diri masalðŸ˜†
0,"@kayakunci_ @____xy33 @bubbleeguumm_ @daarkive_ @tanyakanrl Lah memang semuanya ada kemungkinan terburuk, kau duduk aja mungkin bisa mati 5 menit lagi"
0,"pantes lama jomblo, emg cape ya pdkt harus ngejelasin sejarah hidup dari awal lagi berulang ulangðŸ™ƒ"
0,hidup gue kalo ga bosen gabut ya sepi
0,@spicyuuki Haha tim enakan hts Klo udh jdi pacar takut mati topik aja si
0,kayaknya aku ga berharga bgt jujur aku cape pngen nyerah. hidup knp gini bgt :(
0,@awemany @prastow Selama masa covid berlangsung harta mereka tetap melonjak. Masyarakat menengah kebawah mala minus sampe ada yang harus bunuh diri.
0,"""Gue sih nggak bakal nyesel kalau dia mati."""
0,"Udh berada di titik paling cape dalam hidup, bukan cape fisik, lebih ke cape batin, cape mental, cape hati AJGðŸ˜Š"
0,"ini tru bgt si HAHAHAHHA, org yg pinter dari lahir &amp; belajar mati matian aja ttp butuh uang buat dapet, apalagi yg ga punya privilege itu"
0,"selalu ada rasah salah pengambilan keputusan, penyesalan. bangsat bgt ya hidup. cape ga setiap hari dibayang-bayangi."
0,"""Aku merasa seperti tidak ada yang peduli padaku."""
0,"@asumsico Kasih aja pak senjatanya, tapi di bagian ujung dilas mati, biar meleduk di tempat klo kkb nekat nembak"
0,"Putus Cinta, Mengapa Bisa Merenggut Nyawa? | Kuntum Khaira Ummah Di Indonesia terdapat 9000 kasus bunuh diri dalam beberapa tahun terakhir. Menurut KPAI, 80% nya adalah akibat putus cinta. Mengapa patah hati, bisa mengakibatkan seseorang ingin mengakhiri hidupnya?"
0,"Terakhir pacaran 7 tahun lalu, itu juga putusnya baik baik, setelah itu gw kena friendzone. (Mungkin sampai saat ini). Alasan gw dari dulu kenapa ga nyatain perasaan gw ke dia karena â€œgw takut kehilangan diaâ€ tapi sekarang perasaan gw ke dia udah biasa aja sih. Intinya MATI RASA."
0,@tirta_cipeng Human mati aja pak hakim
0,"@HALFGOD01 @txtdrberseragam oknum itu kan ""anomali"" dari sistem moral dan sosial. orang yang bunuh diri juga disebut ""oknum"" karena dia ""melanggar"" sistem moral dan sosial yang dianut masyarakat. apalagi aparat penegak hukum, gak mungkin sistem moral di institusinya mewajarkan bunuh diri. jadi, almarhum..."
0,ðŸ‘¨â€ðŸŽ“ rata rata semua mapel: 82 eligible no 10 sekolah ngga masuk top 1000 Pil 1: UNNES teknik sipil PIL 2 : UNSOED TEKSIP kira kira bunuh diri ngga ya ðŸ¥²
0,@basileatheoph karena dah terlalu banyak masyarakat jepang yg ngelakuin bunuh diri. akhirnya kewalahan pemerintahnya dan cuma bisa ngandelin cara seperti itu. kecuali... klo pemerintah Jepang otoriter dgn menebar ketakutan kepada masyarakat dgn melarang bngt bunuh diri.
0,"@detikcom Orang pejabat dan orang kaya yang sok kuasa dan sok menang sendiri adalah manusia BANGSAT Hai, kekayaan itu tidak akan langgeng dalam sekejap aja akan hilang dan kekayaan itu hanya titipan aja dan kekayaan itu tidak akan dibawa mati"
0,"@ateezraditya Duluan aja dud, gua habis kebantai di mirror ancrit make change mati doang kerjaannyaðŸ˜¡"
0,"@literarybase tidak semudah itu, pikiran dan mata orang yang ingin bunuh diri sungguh begitu gelap"
0,"gw masih care sama lu sebatas sahabat, as i said kalau ada apaÂ² kabarin aja dan stop being ignorant lalu mau bunuh diri. lu masih muda dan banyak solusi kecil untuk masalah besar yang lu hadapin selagi lu siap kuat menghadapinya. dan lu ga sendiri."
0,@azszzss @convomfs sumpah tl gua juga ttg bunuh diri semua tot
0,"@tanyarlfes aduh tangan kanan kan pegang gas, tangan kiri pegang kopling. kalo jalanan lancar si bisa bisa aja nyetir pake tangan 1, tapi kalo macet mana bisa nder, yg ada tu motor mati"
0,@yo2thok Teroris adalah yang melakukan bom bunuh diri
0,@sbyfess astaga kucingku mati dikasih 50k aja aku ridho gini itu ikhlas2an ngiklasin ga segampang itu ðŸ¥¹ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ jadi keinget amink di tabrak org ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
0,"@dionysuc @hopeisurvivee @Askrlfess iya ada suara dia nya jelas bgt ""ga takut anak orang mati, lapor lapor aja anjg"""
0,"Ada satu hal yang telah ku bunuh dalam diri ini, dan jangan harap itu akan hidup kembali."
0,Memutuskan untuk muncak pas cuaca lagi buruk sih namanya bunuh diri
0,@FarrelShansan @matapandaa13 @convomf yang gue bahas si mba nya bilang kagak jamin dia masuk surga bukan ke bunuh diri nya
0,"@iKissAomine beb, u're spilling too much ðŸ˜­ðŸ˜­ wkwk aku sebenernya biasa aja sih, cuma ash tuh ml yang karakteristik lemah banget. lama-lama boring trs apa ya flat aja gitu. makanya aku blm lanjutin baca manhwanya lagi setelah mielle mati"
0,"@habibthink Klo mundur pajak kita masih dipake bayarin pensiunan dia sampe mati gak?? Dia mati bininya masih terima gaji janda dari pajak rakyat Indonesia juga ga?? Bininya koit anaknya jg masih terima santunan dari pajak kite juga ga?? Beda cerita klo dipecat, dia ga berhak dapat pensiunan."
0,"@AREAJULID nyari viral aja kali, g mungkin mau mati mah."
0,@IndiHomeCare ini jaringan gue mati lagi. Sudah seminggu 3 kali mati. Enak aja lu semua gua bayar tapi gua ngak puas makainya. Gua RUGI
0,"Umur sekian hrs nikah, sekian hrs punya anak, sekian hrs punya anak 2 atau 3. Umur skian hrs punya cucu. Cape bgt klo hidup terus ngikutin komentar orang"
0,Mati sbb bunuh diri* Me : *looks at myself* Mmm.
0,"@AlissaWahid Mangkannya jadi manusia harap sikap dan jarinya di jaga. Reminder aja untuk keluarganya yang pernah ngapok ngapokin anak orang yang mati dibunuh. Susah tuh anak bangun, kalau orang tuanya blum minta maaf"
0,"@Arie_Kriting Ga usah tes urin segala, malah nanti vonis dibawah pengaruh obat2an malah diperingan twrus d rehab, ga jd ngandang ujungnya. Tuntut aja pembunuhan berencana. Biar mati kaya s**bo"
0,"@littlelikehell_ @tanyarlfes Bius lokal itu yg mati rasa cuma di area yg mau dioperasi aja jadi kamu ngga sampe hilang kesadaran, kalo bius total baru kamu sampe hilang kesadaran. Kalo pasca op, menurutku ngga sesakit itu juga sih cuma tetep sakit. Tp kalo minum paracetamol masih bisa ditahan kok"
0,@mikrobiologis kalo aku entar pura2 mati aja biar ga maluðŸ˜­ðŸ¤Ÿ
0,gakuat baca tritnya cok ya Allah pelakunya bs hukum mati aja gasi ajg
0,@MentalHealerid kebagian mati rasanya aja
0,@irlmlis @tanyakanrl Ada sih kemarin yang pelecehan seksual tapi bunuh diri habis itu.
0,"@inibeneranuna Mending mati aja kmu Al drpd bikinðŸ’” Msh ada maRos, papSur, Elsa, Rendi, kiki, mirna yg bisa jagain n didik Reyna Askara sampe gede. Gk nyadar yah Al, kmu dah anggap neo sbg Andin, di mulut kagak, tapi di perbuatan luarbiasa ðŸ˜‚"
0,"@msaid_didu Ini sama kayak PKI tuh anak,, udh kena hukuman mati aja sekalian spt sambo,, dr pada dia lepas nanti d hajar sama masyarakat lbh baik d hajar d penjara biar bisa tahu gimana rasanya krn sok merasa jagoan"
0,"kelas 08.40, 08.35 masih di pasteur, MATI GAK LO. Matkul Sejarah Lokal yg dimanaa dosennya.. Ah sudahlah. Keadaan masih maba masih takut bgt buat telatt. U kno karena mobil jd masuk aja sampe depan fakul, di depab fakul lari2 naik tangga karena kelas di lt.4"
0,"number 2 and 4 ðŸ¥¹ðŸ¥¹ðŸ¥¹ sama ada satunya lupa, blm ada ina nya keknya. Yg fl nya mau bunuh diri mulu"
0,"Seperti hp aku, yg tiba2 kaya gituðŸ¤­ mana pas gajian kek tau aja hp rusak nya di waktu yg tepat wkwk, tapi cuma ganti lcd sih yah kurang lebih 1minggu di service nyaðŸ˜‚ Semoga aja setelah di service ini bisa bertahan lama ya jangan mati lagi"
0,"@convomf Civic aja deh cukup. Gratisnya cuma saty hari aja pas pembelian, berarti pajak sama servis nya tetep bayar, kalau gw pilih sekelas audi, tesla and others gw bisa mati berdiri"
0,"@ILCTalkshow Gak dibongkar juga masyarakat sdh banyak yg tau borok para oknum, jadi jangan sampai hukum mati berubah. Dari 2019 hingga 2022 aja ada beberapa oknum yg dihukum mati terkait penyalahgunaan narkoba dan kasus lain."
0,"Mati listrik 4x anjir, untung Excel ada auto save, walaupun ga ke auto save samuaðŸ˜"
0,@iel01_ @tanyakanrl bunuh diri mah bunuh diri aja ngapa jadi gue yg bunuh
0,"@BTS_twt Hi there maaf bgt lg cape maksimal jd aku akan mengeluh sekali aja. Gamau mikirin konser, rl, medsos, kecuali lapak wtsðŸ¥² aduh yoooonn capee, mau jadi awan aja apa boleh? Kyknya enak bisa terbang gausah pusingin hidup hahaâ˜¹ï¸ bntr lagi quit sbt hehehe jgn marah ya. Lub uðŸ™ŒðŸ»ðŸ’œ"
0,"cape sih kaya gini terus, tapi mau gimana lagi namanya juga hidup."
0,"@capsiripikan @FaktaSepakbola Jgn lupa Rashford, dan yg Goal trnyata bunuh diri ( Own Goal )"
0,"@0x97deluxx @syamikaelson @Askrlfess Astoge. Org yg sudah bunuh diri itu banyak yg tau dan paham kalo bunuh diri konsekuensinya neraka. Banyak keluaran pondok kok. Yg jadi fakta, org kalo depresi dan stress berat, kemampuan logic di otaknya ibarat terhalang. Ga usah neraka, yg ga keliatan, rasa sakit aja diterobos"
0,Bunuh diri di Campurdarat https://t.co/9fnowQFUmx
0,Abis mandi pake aer anget aja balik ke kmar menggigil pdhal ac mati bngst
0,Moga2 aja masih ada lg ada anak2 pejabat @DitjenPajakRI yg bersedia bikin masalah di tengah2 kehidupan bermasyarakat. Mungkin itu satu2nya cara revolusi mental di @KemenkeuRI Krn bikin LKHPN aja malesnya 1/2 mati
0,@txtdrimedia Ewe aja dulu anjing gausah sok bcot mati
0,"@lilylylilac @18fesss jgn sembarangan kasih saran. dia mati jg gaakan ngerubah apapun. trauma korban gabakal ilang gt aja, yg ada timbul masalah baru buat dia dan keluarganya. dgn dia jd pribadi yg lebih baik, atau minimal ikut ngebantu meminimalisir pelaku pelecehan di sekitar bisa jadi solusinya."
0,"Listrik dirumah mati, tp bbrp rumah tetangga listriknya redup, malah ada yang listriknya gak mati sama sekali. Aneh, ini knp yah? @PLNindo  Udh pengaduan sih d pln mobile, tp kyk ttp aja penasaran klo kyk gini gmn?  https://t.co/swfETePQrS"
0,"@adri_7i @ElinaDio Saya gak hujat, minta dia dihukum mati aja... Menghilangkan KEHIDUPAN Dan POTENSI KEHIDUPAN orang lain."
0,"@tanyakanrl EH TAIIIII gue dr kecil juga percaya kalo seumur hidup tu sampe mati, baru gara2 ada kasus sambo ni temen gue kekeuh bilang kalo misal sambo ni 45 th ya hukumannya jd 45 tahun penjara. yaudah gua percaya aja lah orang dia meyakinkan gt, ahelah ternyata bener gue ðŸ˜­"
0,"@HazHasibuan @YaqutCQoumas Harusnya klo kamu masih manusia lepas tuch titel Ustadzmu,memalukan aja jd muslim,udah tua bukannya Inget mati malah jemarinya ngajak dosa aja...Tua Goblok"
0,seharian dingin coy ampe mati listrik aja ga kerasa gerah
0,@animefess_ Dazai selalu melakukan percobaan bunuh diri tapi selalu gagal mati
0,@convomf hah? masa sih? kalo kayak gitu bukannya artinya nomermu udah mati ya makanya harus beli kartu baru? kalo nomermu masih aktif ya kamu tinggal beli pulsa lagi aja ntar perpanjang sendiri kok
0,"@Askrlfess Pelakor kontol kaya lu mati aja lah, benci bgt gua sama cewe yg udah tau laki nya punya istri masih aja diembat"
0,@infotwitwor_ Dimanapun itu org yg bunuh diri ttp nyusahin keluarga dan org sekitar.
0,"Putus Cinta, Mengapa Bisa Merenggut Nyawa? Di Indonesia terdapat 9000 kasus bunuh diri dalam beberapa tahun terakhir. Menurut KPAI, 80% nya adalah akibat putus cinta. Mengapa patah hati, bisa mengakibatkan seseorang ingin mengakhiri hidupnya? https://t.co/t0SiKbhTFE https://t.co/C3w5EfkGGt"
0,gpp gpp ada erenðŸ¥¹ aku mau mati sama eren aja. mikasa penggal aku pls
0,Mana ni yg kmrn galau kapal kita karam krn mbaknya gak post CT kita? Skrg dia post topi M ship lagi gt? Mental kalian lemah ya. Gak cape hidup gak bisa bikin keputusan?
0,"@SeputarMadrid Asli dah emg bener skrngÂ² eksekusi bola mati ga pernah ada gol, dlu jaman ronaldo ramos eksekusi bola mati selalu ada aja gol"
0,gimana kalo mati aja brodi
0,"@ssefnum Pernah ada yang bilang, katanya mereka yang ingin mati sebenarnya mereka yang ingin hidup. Mereka cuman ingin membunuh hal yang ada didalam dirinya aja, gue tau lu masih sanggup bertahan untuk hari besok, buatlah diri lu bahagia, Karena mati bukanlah solusi."
0,caper lu wifi mati idup mati idup kyk apaan aja heran
0,"@mimitiani09 @asmanadia Dia jual gula yg mengandung racun,noh liat aja pemain lama pada dibikin metong semua. Yok cepetan Aldebaran bikin koit juga aku siap nonton kalau Al mati"
0,"@Ini__Jadoo it's okayy, karena sebenernya kita semua juga cuma berasumsi.. dan biar ga salah paham aja, yang kumaksud yellow stans itu yang ngestan agensi sampe bela agensi mati-matian ya, bukan yang stan artis di bawah hybe ðŸ™"
0,"bisa gila aku, hape ini udah bisa restart2 sendiri, ya tuhan kenapa aku miskin kali? hape yg udah setengah mati aja aku gk sanggup aku ganti"
0,"""Gue nggak peduli, kalau dia bunuh diri yaudah, itu keputusan dia."""
0,Hidup aja udah cape apalagi suruh dengerin komang
0,"main catur aja mati matian biar ratunya gadiambil lawan, apalagi kamu my real queenðŸ¤"
0,@Dimas_P_R Bunuh diri itumah ðŸ˜‚
0,menyiksa sekali wkwk air mati :) mau minum aja ga berani takut kebelet :)
0,Mati lampu dari jam 00.30 sampe skrg blm nyala min yg bner aja??? @pln_123
0,"Someone to Hanum:   Ngaji aja gausah karate, kalo ngaji kan dibawa mati, karate engga."
0,@walkwithchenle benda mati aja cocok di pakein sound itu.ðŸ˜­ðŸ˜­
0,"Seorang pria dilaporkan bunuh diri di salah satu mess di Ngagel Dadi III B, Senin, 20 Februari 2023. Hingga sekarang belum diketahui alasan korban. https://t.co/TMwIt3aThB"
0,"PSM Makassar menekuk Persebaya Surabaya di Stadion Gelora Joko Samudro berkat gol bunuh diri Alwi Slamat, Jumat (24/2/2023). Pasukan Bernardo Tavares pun berhasil mempertahankan puncak klasemen Liga 1 2022-2023. ðŸ‡®ðŸ‡© https://t.co/o62BCYG5q3"
0,"@Askrlfess gaakan tau enaknya bebas kemanapun kapanpun gada yg ngatur, kalo duit abis auto puasa, klo sakit pen mati tp hrus beli obat sndiri, gada yg marahin bangun jmbrp aja, gatau mo makan apalagi kangen masakan rumah, gatau isinya tai smua emg bagusnya cuma di bebas nya aja"
0,"@ofNeosTown LAH TADI TUH, minus 1, terus 0, bistu ke 1, mati lagi jadi 0, dapet nyawa lagi 1, terus mati lagi 0. Gitu aja terus..."
0,"Plot twist seumur hidup, cape banget haha"
0,"""Aku menyerah, semuanya terlalu berat."""
0,"@mazzini_gsp Harusnya yoga nggak perlu cape Kalau BUMN/D dikelola dengan benar, seharusnya tidak perlu ada pajak Pajak itu, harusnya untuk negara yg hidup dari industri pengolahan ataupun finance Kalau dari kekayaan alam dan tambang sih harusnya jualan itu. Hasilnya dinikmati seluruh rakyat"
0,"beneran gapaham gw. Jam kosong aja transit susah. Tangga dr atas ke tengah kecil, eskalator mati, belom di peron itu jalannya kecil. mau jd stasiun besar tempt transit mah liat flow orngnya. namanya aja tempat transit. Ya pikirinlah gmn bikin flow transit yg baik."
0,"Lah spoti w aneh bener. Pas masi prem (beli resmi dr spoti) sering mati sendiri. Giliran g prem, baik2 aja biarpun nyebelin setengah mati. Karepmu ki piye?!?! ðŸ˜’ðŸ˜’ðŸ˜’"
0,"@iqbaltawakkal_ @kochengfs Ngomong2 dom straycat yg survive2 aja di luar, sebenernya mereka udh ngelewatin fase â€œsurvival of the fittestâ€-nya. Yg mati sbnrnya banyak cmn gaketawan."
0,jangan nilai kebahagiaan seseorang dari social media nya. dia pernah posting gambar ilustrasi bunuh diri tapi dia masih hidup sampai detik ini.
0,"Laaaah dia blm pernah makan sama2, fix orang gembel itu jadi cemburu. Lihat orang makan saja bikin dia mau bunuh diri."
0,@tololmeroket Momen yang bikin sadar kalau hidup beneran cape
0,"Pernah ga sih lu cape hidup cuma grgr lu sakit tiap hari, karena secapek itu."
0,kynya aku beneran ga kuat dah cape hidup
0,"tim pasrah aja gue mah, hidup alhamdulillah mati yaudah."
0,Lu coba pikir deh orang mana yang mau caper malah nyakitin diri sendiri goblok!!!!! Lu ga tau seberapa besar perjuangan gue sampe detik ini buat hidup!!! Gue mo nafas aja kadang mikir mati lebih baik daripada hidup!
